Product Name,Price,Currency,SKU,Brand,Category,Rating,Availability,Reviews,Product Description,Overview,Product Url,Image,Image URLs
2 - Piece Corduroy Sectional - No Assembly Required,699.99,USD,W111640430,Ebern Designs,Sectionals,N/A,In Stock,N/A,"Cloud Sofa Comfort: Elevate your living space with our modular cloud sectional sofa, where luxury meets unmatched comfort. Wrapped in silky-soft corduroy, this sectional provides a cloud-like seating experience. The spacious 51"" chaise is perfect for lounging, making it your go-to spot for relaxation. No assembly required—simply unbox and enjoy. Ideal for any room, this versatile piece effortlessly adapts to your space, creating a personalized, cozy haven in your home.",Seat Height - Floor to Seat: 16.54 '' | Seating Capacity: 5 | Fully Assembled,https://www.wayfair.com/furniture/pdp/ebern-designs-2-piece-corduroy-sectional-no-assembly-required-w111640430.html?piid=710206584%2C710206567&auctionId=d8ca2cce-350f-44e2-a193-93a0c491e09b,https://assets.wfcdn.com/im/64479505/compr-r85/2935/293563755/2-piece-corduroy-sectional-no-assembly-required.jpg,"https://assets.wfcdn.com/im/55685578/resize-h800-w800%5Ecompr-r85/2935/293563755/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/78387404/resize-h800-w800%5Ecompr-r85/2935/293563753/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/01225429/resize-h800-w800%5Ecompr-r85/2935/293563765/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/78523603/resize-h800-w800%5Ecompr-r85/2935/293563763/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/56248150/resize-h800-w800%5Ecompr-r85/2925/292501550/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/32983752/resize-h800-w800%5Ecompr-r85/2935/293563757/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/41626055/resize-h800-w800%5Ecompr-r85/2992/299224831/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | https://assets.wfcdn.com/im/85079321/resize-h800-w800%5Ecompr-r85/2992/299224820/2+-+Piece+Corduroy+Sectional+-+No+Assembly+Required.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/wade-logan-paxson-9525-wide-sectional-w100096510.html?piid=1714599086%2C1714599087,N/A,
2 - Piece Leather Sectional,3749.99,USD,W005405115,Wade Logan®,Sectionals,5,In Stock,532,"This genuine leather sectional gives ultra-modern vibes and plenty of seating space to your living room layout. The L-shaped frame is built on sled-style legs with a shiny chrome finish, and it features biscuit-tufted accents and pleated details for a tactile look. It's wrapped in Italian leather in your choice of solid hue. The seat and back cushions are filled with foam, giving you plenty of support while you read or watch your favorite movie. Plus, this sectional has adjustable head cushions and armrests for an extra layer of comfort in your space.",Seat Height - Floor to Seat: 16.5 '' | Seating Capacity: 6 | Assembly Required | Adjustable Headrest,https://www.wayfair.com/furniture/pdp/wade-logan-hugo-114-wide-genuine-leather-sectional-w005405115.html?piid=1799941994%2C1799941995,https://assets.wfcdn.com/im/27560395/compr-r85/2255/225575432/2-piece-leather-sectional.jpg,https://assets.wfcdn.com/im/52758182/resize-h800-w800%5Ecompr-r85/2255/225575432/2+-+Piece+Leather+Sectional.jpg | https://assets.wfcdn.com/im/31921497/resize-h800-w800%5Ecompr-r85/1583/158346874/2+-+Piece+Leather+Sectional.jpg | https://assets.wfcdn.com/im/00145879/resize-h800-w800%5Ecompr-r85/4386/43867949/2+-+Piece+Leather+Sectional.jpg | https://assets.wfcdn.com/im/48328664/resize-h800-w800%5Ecompr-r85/2677/267774488/2+-+Piece+Leather+Sectional.jpg
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/mercer41-2-piece-corduroy-sectional-w111612350.html?piid=1460012059%2C1460012061&auctionId=d8ca2cce-350f-44e2-a193-93a0c491e09b,N/A,
Solina Linen Reversible Modular Corner Sectional Sofa,870,USD,W009086298,Ebern Designs,Sectionals,4.5,In Stock,56,"With unlimited possible options, this sectional features superior linen upholstery, a tight back, and a seat cushion. This sectional is completely modular so you can create the living room for your comfort needs.",Seat Height - Floor to Seat: 17.75 '' | Seating Capacity: 6 | Assembly Required | Warranty Length: 30 Days,https://www.wayfair.com/furniture/pdp/ebern-designs-solina-linen-reversible-modular-corner-sectional-sofa-w009086298.html?piid=1549471449,https://assets.wfcdn.com/im/23186969/compr-r85/2078/207888008/solina-linen-reversible-modular-corner-sectional-sofa.jpg,"https://assets.wfcdn.com/im/96978114/resize-h800-w800%5Ecompr-r85/2078/207888008/Solina+Linen+Reversible+Modular+Corner+Sectional+Sofa.jpg | https://assets.wfcdn.com/im/86638269/resize-h800-w800%5Ecompr-r85/2078/207888007/Solina+Linen+Reversible+Modular+Corner+Sectional+Sofa.jpg | https://assets.wfcdn.com/im/01267927/resize-h800-w800%5Ecompr-r85/2074/207468571/Solina+Linen+Reversible+Modular+Corner+Sectional+Sofa.jpg | https://assets.wfcdn.com/im/52585530/resize-h800-w800%5Ecompr-r85/2078/207888004/Solina+Linen+Reversible+Modular+Corner+Sectional+Sofa.jpg | https://assets.wfcdn.com/im/41234617/resize-h800-w800%5Ecompr-r85/2078/207888003/Solina+Linen+Reversible+Modular+Corner+Sectional+Sofa.jpg | https://assets.wfcdn.com/im/11347134/resize-h800-w800%5Ecompr-r85/2076/207686525/Solina+Linen+Reversible+Modular+Corner+Sectional+Sofa.jpg | https://assets.wfcdn.com/im/98888515/resize-h800-w800%5Ecompr-r85/2074/207468566/Solina+Linen+Reversible+Modular+Corner+Sectional+Sofa.jpg | https://assets.wfcdn.com/im/10239428/resize-h800-w800%5Ecompr-r85/2074/207468565/Solina+Linen+Reversible+Modular+Corner+Sectional+Sofa.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Ariaana Leather Power Reclining Sectional,4200,USD,W011422044,Wade Logan®,Sectionals,4.5,In Stock,27,"This ultra modern power sectional seats up to six, so there's room for the whole family to gather for movie night. We love that it comes with a touch-sensitive reading light and storage consoles for remotes and reading glasses. The frame is made from solid and engineered wood, and it's wrapped in genuine white leather for a textured feel. The cushions and adjustable headrests are filled with foam and supported by sinuous springs to help resist sagging over time. Plus, the console in this sectional features a built-in USB port to keep your devices charged while you relax.",Seat Height - Floor to Seat: 18.4 '' | Storage Included | Push Button Power Recline | Built-in USB Port | Seating Capacity: 5 | Fully Assembled | Adjustable Headrest | Warranty Length: 30 Days,https://www.wayfair.com/furniture/pdp/wade-logan-ariaana-134-wide-genuine-leather-symmetrical-reclining-corner-sectional-w011422044.html,https://assets.wfcdn.com/im/55296120/compr-r85/2420/242072157/ariaana-leather-power-reclining-sectional.jpg,"https://assets.wfcdn.com/im/64868963/resize-h800-w800%5Ecompr-r85/2420/242072157/Ariaana+Leather+Power+Reclining+Sectional.jpg | https://assets.wfcdn.com/im/84694681/resize-h800-w800%5Ecompr-r85/2420/242072153/Ariaana+Leather+Power+Reclining+Sectional.jpg | https://assets.wfcdn.com/im/59330739/resize-h800-w800%5Ecompr-r85/2424/242406453/Ariaana+Leather+Power+Reclining+Sectional.jpg | https://assets.wfcdn.com/im/95072369/resize-h800-w800%5Ecompr-r85/2424/242406477/Ariaana+Leather+Power+Reclining+Sectional.jpg | https://assets.wfcdn.com/im/13314376/resize-h800-w800%5Ecompr-r85/2448/244894620/Ariaana+Leather+Power+Reclining+Sectional.jpg | https://assets.wfcdn.com/im/87227130/resize-h800-w800%5Ecompr-r85/2448/244894369/Ariaana+Leather+Power+Reclining+Sectional.jpg | https://assets.wfcdn.com/im/06423282/resize-h800-w800%5Ecompr-r85/2424/242406476/Ariaana+Leather+Power+Reclining+Sectional.jpg | https://assets.wfcdn.com/im/47979826/resize-h800-w800%5Ecompr-r85/2424/242406454/Ariaana+Leather+Power+Reclining+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Shelton Velvet Sectional,449.99,USD,W002845810,Kelly Clarkson Home,Sectionals,3.5,In Stock,415,"This sofa and chaise give you a space to hang out and watch a few movies, and it converts to a sleeper sofa when guests are visiting. It features a chaise you can place on the left or right side depending on your living room's layout. It's made from solid and engineered wood with turned legs and velvet upholstery for a luxe look that fits a variety of styles, from modern to French country. This sofa bed also has a foam fill, plus sinuous springs in the seats for support as you lounge or sleep. Two bolster pillows are included.
Hand-curated by Kelly Clarkson.",Seat Height - Floor to Seat: 16.5 '' | Seating Capacity: 3 | Assembly Required | Warranty Length: 1 Year | Assembly Tools Included,https://www.wayfair.com/furniture/pdp/kelly-clarkson-home-shelton-83-wide-velvet-reversible-sleeper-sofa-chaise-w002845810.html?piid=1547944744,https://assets.wfcdn.com/im/10002260/compr-r85/1123/112314693/shelton-velvet-sectional.jpg,"https://assets.wfcdn.com/im/35200047/resize-h800-w800%5Ecompr-r85/1123/112314693/Shelton+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/15143526/resize-h800-w800%5Ecompr-r85/9936/99364673/Shelton+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/09534815/resize-h800-w800%5Ecompr-r85/9053/90530357/Shelton+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/89654753/resize-h800-w800%5Ecompr-r85/1131/113163467/Shelton+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/08018333/resize-h800-w800%5Ecompr-r85/9048/90482302/Shelton+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/49854896/resize-h800-w800%5Ecompr-r85/1227/122704742/Shelton+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/13478765/resize-h800-w800%5Ecompr-r85/1153/115316182/Shelton+Velvet+Sectional.jpg | https://assets.wfcdn.com/im/36024149/resize-h800-w800%5Ecompr-r85/1153/115316179/Shelton+Velvet+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/wade-logan-chelon-935-wide-symmetrical-modular-corner-sectional-with-ottoman-w011253780.html?piid=1696015397,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/mercer41-rhylin-827-reversible-upholstered-sectional-sofa-chaise-w011016822.html?piid=436416940,N/A,
Dearborn 6 - Piece Upholstered Sectional,1880,USD,CNUS1020,Latitude Run®,Sectionals,4,In Stock,27,"Experience double the comfort and double the style with this eternally chic double chaise sectional! Its curved, low-profile silhouette embodies modernity, ensuring your living space will always be on-trend. Available in beige, grey, and boucle, it effortlessly integrates into your interior while making a bold statement in your home. More than just looks, this double chaise sectional is built for exceptional comfort. Featuring an expertly crafted combination of durable foam with plush microfiber padding, its incredibly comfy, deep cushioning is made for hours of cozy lounging. Six modular sections—2 corner seats, 2 armless seats, and 2 ottomans— ship straight to you with each module fully assembled, with all parts and instructions included. An interlocking bracket system allows you to easily connect the modules into your ideal sectional setup, making for incredibly easy tool-free assembly.",Seat Height - Floor to Seat: 17.7 '' | With Ottoman | Seating Capacity: 4 | Assembly Required | Warranty Length: 1 Year | Solid Wood Frame | Assembly Tools Included,https://www.wayfair.com/furniture/pdp/latitude-run-dearborn-6-piece-upholstered-chaise-sectional-cnus1020.html?piid=88660201&auctionId=55b58a99-6905-4ebf-91e4-8a447b477511,https://assets.wfcdn.com/im/54232712/compr-r85/2567/256734162/dearborn-6-piece-upholstered-sectional.jpg,"https://assets.wfcdn.com/im/65932371/resize-h800-w800%5Ecompr-r85/2567/256734162/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/63520047/resize-h800-w800%5Ecompr-r85/2567/256734331/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/84410509/resize-h800-w800%5Ecompr-r85/2567/256734388/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/43230545/resize-h800-w800%5Ecompr-r85/2567/256734164/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/53645780/resize-h800-w800%5Ecompr-r85/2567/256734378/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/03108785/resize-h800-w800%5Ecompr-r85/2567/256734373/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/87910764/resize-h800-w800%5Ecompr-r85/2567/256734356/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/21963503/resize-h800-w800%5Ecompr-r85/2567/256734353/Dearborn+6+-+Piece+Upholstered+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
4 - Piece Upholstered Sectional,930,USD,ANDV3256,Andover Mills™,Sectionals,4.5,In Stock,3363,"This spacious sectional with an ottoman is just right for curling up with a good book or having everyone over for the big game. The frame is crafted from solid and engineered wood with an L-shaped silhouette, and it's upholstered in a neutral polyester blend. We love how the square arms and button-tufted designs give it a traditional look. This sectional has removable cushions filled with foam for a plush feel, while the seats are supported by sinuous springs to resist sagging over time. Plus, this sectional comes with two square toss pillows with multi-colored polka dot designs for added texture and style. Partial assembly is required.",Seat Height - Floor to Seat: 19 '' | With Ottoman | Seating Capacity: 4 | Assembly Required | Assembly Tools Included,https://www.wayfair.com/furniture/pdp/andover-mills-pawnee-84-wide-left-hand-facing-corner-sectional-with-ottoman-andv3256.html?piid=25657825,https://assets.wfcdn.com/im/15348326/compr-r85/1284/128481132/4-piece-upholstered-sectional.jpg,"https://assets.wfcdn.com/im/59453887/resize-h800-w800%5Ecompr-r85/1284/128481132/4+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/66255114/resize-h800-w800%5Ecompr-r85/1250/125007994/4+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/04784002/resize-h800-w800%5Ecompr-r85/2496/249661498/4+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/88130960/resize-h800-w800%5Ecompr-r85/3909/39098323/4+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/91469525/resize-h800-w800%5Ecompr-r85/2496/249661709/4+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/14171351/resize-h800-w800%5Ecompr-r85/2496/249661707/4+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/08686917/resize-h800-w800%5Ecompr-r85/2496/249661714/4+-+Piece+Upholstered+Sectional.jpg | https://assets.wfcdn.com/im/85985091/resize-h800-w800%5Ecompr-r85/2496/249661712/4+-+Piece+Upholstered+Sectional.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/ebern-designs-2-piece-corduroy-sectional-no-assembly-required-w111640430.html?piid=710206584%2C710206567&auctionId=55b58a99-6905-4ebf-91e4-8a447b477511,N/A,
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/ebern-designs-2-piece-upholstered-sectional-no-assembly-required-w111277782.html?piid=107363730%2C107363735&auctionId=55b58a99-6905-4ebf-91e4-8a447b477511,N/A,
Hildur U-Shaped Sectional Sofa Bed Pull Out Sleeper Couch With Storage Chaise,1400,USD,W110487298,Latitude Run®,Sectionals,4.5,In Stock,27,"Do you have a large family and need a sofa bed to accommodate everyone? Look no further, as our extra-large storage sofa bed is the perfect solution! This spacious sofa bed is designed to comfortably seat multiple people, with a convenient pull-out sleeper function for accommodating overnight guests. Plus, it comes with hidden storage compartments, allowing you to keep pillows and blankets neatly organized. Its modern and beautiful appearance adds a stylish touch to your living room, making it stand out as a highlight of your home decor.",Seat Height - Floor to Seat: 18.2 '' | Storage Included | Seating Capacity: 5 | Assembly Required | Warranty Length: 1 Year | Assembly Tools Included | Removable Seat Cushions | Removable Back Cushions,https://www.wayfair.com/furniture/pdp/latitude-run-hildur-u-shaped-sectional-sofa-bed-pull-out-sleeper-couch-with-storage-chaise-w110487298.html,https://assets.wfcdn.com/im/32477579/compr-r85/2775/277551543/hildur-u-shaped-sectional-sofa-bed-pull-out-sleeper-couch-with-storage-chaise.jpg,"https://assets.wfcdn.com/im/57675366/resize-h800-w800%5Ecompr-r85/2775/277551543/Hildur+U-Shaped+Sectional+Sofa+Bed+Pull+Out+Sleeper+Couch+With+Storage+Chaise.jpg | https://assets.wfcdn.com/im/42824198/resize-h800-w800%5Ecompr-r85/2775/277551576/Hildur+U-Shaped+Sectional+Sofa+Bed+Pull+Out+Sleeper+Couch+With+Storage+Chaise.jpg | https://assets.wfcdn.com/im/95388533/resize-h800-w800%5Ecompr-r85/2775/277551571/Hildur+U-Shaped+Sectional+Sofa+Bed+Pull+Out+Sleeper+Couch+With+Storage+Chaise.jpg | https://assets.wfcdn.com/im/83432418/resize-h800-w800%5Ecompr-r85/2775/277551606/Hildur+U-Shaped+Sectional+Sofa+Bed+Pull+Out+Sleeper+Couch+With+Storage+Chaise.jpg | https://assets.wfcdn.com/im/86360673/resize-h800-w800%5Ecompr-r85/2940/294094604/Hildur+U-Shaped+Sectional+Sofa+Bed+Pull+Out+Sleeper+Couch+With+Storage+Chaise.jpg | https://assets.wfcdn.com/im/67265459/resize-h800-w800%5Ecompr-r85/2706/270679214/Hildur+U-Shaped+Sectional+Sofa+Bed+Pull+Out+Sleeper+Couch+With+Storage+Chaise.jpg | https://assets.wfcdn.com/im/78616372/resize-h800-w800%5Ecompr-r85/2706/270679213/Hildur+U-Shaped+Sectional+Sofa+Bed+Pull+Out+Sleeper+Couch+With+Storage+Chaise.jpg | https://assets.wfcdn.com/im/65526024/resize-h800-w800%5Ecompr-r85/2775/277551574/Hildur+U-Shaped+Sectional+Sofa+Bed+Pull+Out+Sleeper+Couch+With+Storage+Chaise.jpg | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7 | data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
Wayfair,N/A,N/A,N/A,N/A,Sectionals,N/A,Out of Stock,N/A,N/A,,https://www.wayfair.com/furniture/pdp/latitude-run-no-assembly-required-2-piece-teddy-fabric-sofa-w111656629.html?piid=1615291560&auctionId=55b58a99-6905-4ebf-91e4-8a447b477511,N/A,
